hhid,loginc,college,jchoice
2629,11.188,1,109
2630,11.75,0,114
2631,10.651,1,17
2632,11.846,0,146
2633,10.86,0,88
2634,10.823,1,39
2635,10.673,0,8
2636,11.443,0,144
2637,10.839,1,66
2638,10.842,0,185
2639,11.473,0,153
2640,11.845,0,158
2641,10.949,1,1
2642,10.936,1,43
2643,10.511,1,22
2644,10.553,0,121
2645,10.693,0,146
2646,10.955,1,115
2647,11.134,0,128
2648,11.96,0,126
2649,10.969,1,142
2650,11.62,0,200
2651,10.711,1,71
2652,11.488,0,192
2653,11.293,0,70
2654,12.073,1,174
2655,10.439,0,16
2656,12.036,1,159
2657,10.692,1,29
2658,10.51,1,33
2659,11.834,1,153
2660,11.581,0,69
2661,11.302,0,170
2662,11.48,1,157
2663,9.7209,0,1
2664,11.057,1,57
2665,11.286,1,64
2666,11.218,0,187
2667,11.333,1,139
2668,11.295,0,88
2669,11.283,1,113
2670,11.666,1,176
2671,11.103,1,152
2672,11.64,1,157
2673,10.596,1,41
2674,10.717,0,24
2675,10.286,0,62
2676,11.377,0,96
2677,11.766,0,149
2678,10.795,0,24
2679,11.002,0,186
2680,10.813,0,18
2681,10.786,1,156
2682,11.583,0,154
2683,10.441,0,2
2684,11.304,1,169
2685,10.536,1,23
2686,10.739,0,39
2687,10.914,0,122
2688,11.054,1,44
2689,10.476,1,127
2690,12.09,0,179
2691,10.389,0,52
2692,11.741,1,200
2693,10.939,0,128
2694,11.877,1,121
2695,11.586,1,155
2696,10.807,1,72
2697,11.075,0,166
2698,11.144,1,90
2699,10.444,0,25
2700,11.52,1,66
2701,10.865,1,134
2702,11.824,1,195
2703,10.341,0,35
2704,10.72,0,72
2705,11.708,1,139
2706,11.135,1,174
2707,11.636,1,111
2708,10.782,1,151
2709,10.686,0,111
2710,11.509,0,71
2711,11.284,1,122
2712,10.96,1,162
2713,10.777,1,132
2714,11.879,1,136
2715,11.399,0,74
2716,11.401,0,170
2717,10.54,0,23
2718,11.126,0,131
2719,11.255,1,155
2720,11.153,1,107
2721,10.137,0,4
2722,11.029,0,74
2723,10.597,1,21
2724,10.975,0,100
2725,10.374,0,20
2726,11.082,1,114
2727,11.955,1,113
2728,11.435,0,159
2729,11.811,1,191
2730,10.862,0,54
2731,10.732,1,10
2732,10.865,0,61
2733,10.335,0,66
2734,11.85,0,200
2735,10.6,0,68
2736,11.248,1,122
2737,11.08,0,68
2738,10.514,0,66
2739,10.477,1,86
2740,11.115,1,145
2741,11.735,0,152
2742,11.135,0,164
2743,11.052,1,75
2744,10.759,1,74
2745,12.309,1,93
2746,11.041,1,77
2747,12.139,1,192
2748,10.974,1,86
2749,9.6899,0,10
2750,10.83,0,79
2751,11.939,1,197
2752,11.78,1,109
2753,11.557,1,124
2754,11.637,0,170
2755,11.74,1,181
2756,11.483,1,197
2757,10.848,0,102
2758,11.177,0,128
2759,11.726,0,176
2760,11.3,1,91
2761,10.773,1,62
2762,10.514,1,70
2763,10.504,0,2
2764,11.657,0,64
2765,11.066,0,2
2766,11.403,1,185
2767,12.119,1,115
2768,10.957,1,107
2769,11.238,0,83
2770,10.587,0,70
2771,10.779,0,166
2772,10.915,0,138
2773,11.579,1,164
2774,11.468,1,174
2775,11.66,0,146
2776,10.853,0,42
2777,9.8758,0,47
2778,10.48,0,10
2779,11.618,0,192
2780,10.647,0,29
2781,11.671,1,197
2782,11.824,0,128
2783,11.078,0,130
2784,12.019,1,106
2785,11.528,1,165
2786,11.495,1,142
2787,11.241,0,127
2788,10.625,0,61
2789,11.272,0,150
2790,11.584,1,138
2791,11.036,0,172
2792,11.131,1,25
2793,11.78,0,179
2794,11.128,0,88
2795,11.152,1,68
2796,11.225,1,43
2797,10.803,0,43
2798,10.555,0,158
2799,10.238,1,81
2800,10.433,0,40
2801,10.296,0,50
2802,10.334,1,73
2803,11.152,1,107
2804,11.361,0,115
2805,11.391,1,104
2806,10.575,1,45
2807,11.468,0,155
2808,11.006,0,19
2809,11.714,1,175
2810,11.014,0,81
2811,11.208,0,124
2812,10.607,1,34
2813,10.922,0,42
2814,10.004,0,25
2815,10.985,1,17
2816,11.36,0,178
2817,12.273,0,169
2818,10.435,1,1
2819,10.488,0,48
2820,11.656,1,152
2821,11.149,1,169
2822,11.513,1,175
2823,11.669,0,153
2824,11.399,0,154
2825,11.15,0,144
2826,11.623,1,123
2827,11.26,1,115
2828,11.135,1,18
2829,10.275,0,56
2830,11.053,0,67
2831,12.324,1,161
2832,10.915,0,14
2833,11.468,0,74
2834,11.001,0,37
2835,10.287,0,65
2836,11.488,0,122
2837,11.541,1,187
2838,10.996,1,85
2839,10.796,1,124
2840,10.786,0,70
2841,12.253,1,197
2842,11.693,1,139
2843,11.212,1,74
2844,11.092,0,77
2845,11.325,1,109
2846,11.673,1,177
2847,11.07,0,71
2848,10.977,1,44
2849,10.895,0,52
2850,11.982,1,160
2851,10.88,1,157
2852,11.143,1,104
2853,11.663,0,58
2854,11.749,0,173
2855,11.539,1,134
2856,10.976,0,49
2857,10.66,0,31
2858,11.58,1,133
2859,11.866,1,146
2860,11.205,0,4
2861,11.329,1,103
2862,12.015,1,193
2863,11.967,1,130
2864,10.411,0,23
2865,11.066,0,40
2866,11.077,1,64
2867,11.588,1,150
2868,11.193,1,52
2869,11.464,1,79
2870,11.127,0,181
2871,10.517,0,14
2872,11.238,1,71
2873,11.21,0,143
2874,11.064,0,129
2875,10.987,1,125
2876,11.393,1,47
2877,10.941,0,105
2878,11.082,1,107
2879,11.872,0,163
2880,11.319,1,181
2881,12.009,1,158
2882,11.317,1,121
2883,11.425,0,173
2884,10.708,1,2
2885,10.739,1,35
2886,11.423,0,144
2887,12.007,1,173
2888,11.133,1,92
2889,10.815,0,106
2890,10.838,0,35
2891,11.622,1,191
2892,11.218,0,29
2893,11.018,0,51
2894,10.985,1,41
2895,10.619,0,32
2896,11.097,1,107
2897,11.404,0,51
2898,11.088,0,101
2899,10.52,0,48
2900,11.433,0,150
2901,10.808,1,130
2902,10.897,1,183
2903,10.358,0,33
2904,10.717,0,22
2905,10.351,1,12
2906,11.268,1,52
2907,11.646,1,197
2908,11.379,0,179
2909,11.312,0,175
2910,10.938,0,85
2911,10.653,0,42
2912,10.685,0,61
2913,11.149,1,138
2914,10.701,1,73
2915,11.344,0,176
2916,10.392,0,7
2917,10.838,1,69
2918,11.651,1,122
2919,11.716,1,175
2920,11.693,1,147
2921,12.002,0,180
2922,11.552,1,146
2923,11.278,0,170
2924,10.914,0,57
2925,10.626,1,100
2926,12.233,1,135
2927,9.7815,0,13
2928,11.349,0,167
2929,11.79,0,142
2930,11.931,0,141
2931,10.798,0,8
2932,11.174,1,59
2933,11.022,1,92
2934,10.092,0,7
2935,11.76,0,120
2936,11.418,1,184
2937,12,0,186
2938,10.864,1,55
2939,10.829,1,106
2940,10.562,1,36
2941,10.434,0,154
2942,11.134,0,46
2943,10.041,1,34
2944,11.296,0,140
2945,11.35,0,128
2946,10.969,1,40
2947,11.082,0,53
2948,11.66,1,137
2949,11.92,1,183
2950,10.598,1,49
2951,12.262,1,197
2952,10.577,0,19
2953,11.847,0,194
2954,10.91,0,55
2955,11.112,0,38
2956,11.691,1,187
2957,10.892,1,98
2958,11.232,0,139
2959,10.895,0,177
2960,10.762,0,38
2961,11.111,1,68
2962,10.318,1,31
2963,10.873,1,167
2964,10.955,0,66
2965,11.098,1,104
2966,11.022,0,88
2967,10.72,1,152
2968,11.069,1,128
2969,11.403,1,182
2970,11.077,1,59
2971,10.153,0,14
2972,11.637,1,124
2973,11.999,1,164
2974,10.924,1,148
2975,11.969,1,143
2976,10.893,0,50
2977,11.112,0,120
2978,10.072,0,23
2979,11.036,0,162
2980,10.173,0,12
2981,11.81,1,130
2982,11.159,0,126
2983,10.533,0,90
2984,10.33,0,1
2985,11.751,0,143
2986,10.761,0,81
2987,11.49,0,108
2988,12.542,1,200
2989,11.353,1,106
2990,11.015,0,130
2991,11.972,1,134
2992,11.505,0,191
2993,11.365,1,190
2994,10.388,0,31
2995,10.982,1,45
2996,12.079,1,177
2997,11.45,0,177
2998,10.035,0,16
2999,10.752,0,103
3000,10.775,1,108
3001,10.188,1,53
3002,11.022,0,31
3003,11.59,0,196
3004,10.898,1,53
3005,10.632,1,65
3006,11.891,1,152
3007,11.732,1,170
3008,11.399,0,75
3009,11.424,1,177
3010,10.803,1,86
3011,11.86,1,168
3012,10.81,0,114
3013,11.154,1,87
3014,11.516,1,185
3015,11.227,1,102
3016,10.278,1,20
3017,10.93,0,74
3018,10.856,1,87
3019,10.445,0,9
3020,11.807,1,156
3021,10.632,0,14
3022,11.776,1,189
3023,11.082,0,30
3024,10.976,0,198
3025,11.419,1,196
3026,10.155,0,13
3027,11.427,1,184
3028,11.463,0,187
3029,11.021,1,121
3030,11.172,1,190
3031,11.509,0,113
3032,11.789,1,130
3033,10.901,1,74
3034,11.656,0,183
3035,11.476,0,109
3036,9.984,0,70
3037,11.71,1,78
3038,10.904,0,18
3039,10.439,1,128
3040,10.504,0,87
3041,11.459,1,69
3042,11.511,1,182
3043,10.479,0,97
3044,11.677,1,118
3045,10.822,1,86
3046,10.852,0,16
3047,11.046,0,18
3048,11.269,0,161
3049,10.842,1,104
3050,11.231,0,142
3051,10.432,0,61
3052,11.512,1,193
3053,11.457,1,133
3054,10.329,0,36
3055,10.435,0,5
3056,11.004,1,92
3057,11.369,1,166
3058,11.093,0,62
3059,11.231,1,28
3060,11.081,0,16
3061,11.319,1,36
3062,11.839,1,128
3063,11.715,0,200
3064,10.937,1,129
3065,11.296,1,65
3066,11.385,1,157
3067,11.523,0,176
3068,11.26,1,73
3069,11.543,0,156
3070,11.285,1,15
3071,12.016,0,136
3072,11.969,0,199
3073,11.213,1,84
3074,11.828,1,180
3075,11.759,0,196
3076,10.974,1,107
3077,10.696,1,36
3078,10.189,0,10
3079,11.35,1,23
3080,10.838,0,34
3081,11.821,1,150
3082,11.316,0,101
3083,11.831,0,192
3084,10.819,1,112
3085,12.087,1,119
3086,11.508,0,179
3087,10.937,1,124
3088,11.191,0,30
3089,10.519,0,65
3090,10.47,0,132
3091,10.838,0,39
3092,11.47,0,128
3093,11.712,0,181
3094,11.229,1,176
3095,12.032,1,188
3096,11.565,1,137
3097,10.353,0,71
3098,10.994,0,11
3099,11.166,1,111
3100,11.273,1,126
3101,10.54,0,56
3102,11.717,0,159
3103,10.664,1,26
3104,10.748,0,32
3105,11.245,0,87
3106,11.136,0,103
3107,11.734,1,195
3108,11.4,1,156
3109,10.383,0,10
3110,11.406,1,75
3111,11.169,1,102
3112,11.133,0,100
3113,10.853,0,59
3114,10.761,1,16
3115,11.119,0,59
3116,10.43,1,8
3117,12.258,1,188
3118,10.389,0,6
3119,11.249,1,32
3120,10.408,1,22
3121,11.137,0,172
3122,11.635,1,36
3123,10.32,1,5
3124,10.804,1,90
3125,11.819,1,190
3126,11.776,0,129
3127,11.231,1,82
3128,11.721,0,79
3129,11.431,0,62
3130,12.28,1,186
3131,10.43,1,113
3132,11.479,1,191
3133,10.74,0,135
3134,10.275,0,8
3135,11.537,1,129
3136,10.671,0,92
3137,10.935,1,30
3138,11.495,1,165
3139,11.338,1,118
3140,11.087,1,124
3141,11.64,1,91
3142,10.637,0,1
3143,11.211,0,82
3144,11.236,1,112
3145,11.269,0,99
3146,11.771,0,179
3147,12.476,1,198
3148,10.721,1,38
3149,10.952,0,118
3150,11.477,0,108
3151,11.254,0,12
3152,11.378,1,151
3153,10.13,0,1
3154,12.146,1,172
3155,11.045,1,91
3156,10.825,0,57
3157,11.127,1,55
3158,10.833,1,118
3159,11.564,0,123
3160,10.636,0,74
3161,11.52,0,75
3162,10.659,0,4
3163,11.063,1,69
3164,11.089,1,58
3165,10.977,1,74
3166,11.528,0,96
3167,10.42,1,47
3168,11.174,0,81
3169,10.981,1,114
3170,10.881,1,161
3171,10.732,1,135
3172,10.844,1,71
3173,11.033,0,146
3174,11.057,0,118
3175,11.146,0,90
3176,11.375,0,185
3177,10.4,0,5
3178,11.379,1,90
3179,10.819,1,76
3180,11.574,0,95
3181,11.811,0,194
3182,10.042,0,2
3183,10.711,1,81
3184,10.479,1,89
3185,11.037,1,136
3186,11.09,1,170
3187,10.805,0,61
3188,11.792,1,169
3189,10.615,0,43
3190,10.943,0,94
3191,11.803,0,157
3192,11.848,0,179
3193,11.059,1,149
3194,11.616,1,156
3195,10.13,0,77
3196,12.051,1,185
3197,11.563,0,152
3198,11.277,1,106
3199,10.668,0,101
3200,10.093,1,49
3201,10.834,0,153
3202,10.484,0,96
3203,10.608,0,3
3204,10.294,0,17
3205,11.097,0,63
3206,10.889,1,79
3207,10.634,0,45
3208,11.265,1,55
3209,10.994,0,128
3210,11.13,0,64
3211,11.174,0,57
3212,11.019,1,113
3213,11.449,0,75
3214,11.6,0,176
3215,10.063,1,61
3216,10.774,0,152
3217,11.243,1,50
3218,10.866,0,70
3219,11.017,0,70
3220,10.95,0,15
3221,11.305,1,132
3222,11.182,0,13
3223,11.26,1,132
3224,11.034,0,52
3225,9.941,0,19
3226,11.218,1,41
3227,11.612,1,181
3228,11.25,1,58
3229,11.341,1,45
3230,10.866,0,14
3231,11.674,0,132
3232,10.17,0,4
3233,10.836,0,65
3234,11.715,0,163
3235,10.623,1,77
3236,10.283,0,50
3237,9.9819,1,20
3238,11.225,0,132
3239,11.056,1,168
3240,11.848,0,181
3241,10.973,0,3
3242,11.359,1,163
3243,10.732,0,157
3244,12.095,1,137
3245,11.103,1,116
3246,11.344,1,158
3247,11.118,1,182
3248,11.402,0,125
3249,10.834,0,16
3250,11.505,1,192
3251,11.233,1,168
3252,11.041,1,85
3253,11.192,1,186
3254,10.712,1,54
3255,11.856,1,193
3256,11.441,1,158
3257,10.992,0,16
3258,11.616,1,153
3259,11.154,1,125
3260,11.636,1,170
3261,11.21,1,128
3262,11.232,1,102
3263,10.812,0,20
3264,11.316,0,138
3265,10.497,1,17
3266,11.054,1,111
3267,10.838,1,70
3268,12.049,1,180
3269,10.767,1,127
3270,11.132,0,113
3271,11.924,1,142
3272,10.303,0,69
3273,11.474,1,190
3274,10.927,1,22
3275,11.17,0,134
3276,11.634,1,200
3277,11.249,0,81
3278,10.504,0,11
3279,11.555,0,108
3280,11.519,1,131
3281,10.543,0,57
3282,10.549,0,59
3283,11.985,1,177
3284,10.723,1,100
3285,11.28,1,131
3286,11.003,0,33
3287,10.512,0,43
3288,10.569,0,115
3289,11.183,1,46
3290,11.603,1,127
3291,11.341,1,148
3292,9.9054,1,32
3293,10.97,1,151
3294,12.038,0,192
3295,10.634,0,22
3296,10.011,0,17
3297,11.312,0,81
3298,11.059,1,191
3299,11.383,1,132
3300,11.014,1,169
3301,11.185,0,72
3302,10.389,0,33
3303,11.902,1,162
3304,10.338,1,35
3305,10.949,0,127
3306,11.459,0,99
3307,11.014,1,97
3308,10.796,1,46
3309,11.545,0,117
3310,11.056,1,119
3311,10.931,1,80
3312,11.2,1,136
3313,11.758,0,191
3314,11.071,0,134
3315,10.232,0,55
3316,10.904,0,37
3317,10.624,0,73
3318,11.002,1,68
3319,11.878,1,138
3320,10.671,1,103
3321,11.035,0,138
3322,11.142,0,181
3323,10.556,0,83
3324,11.45,1,8
3325,11.08,1,107
3326,11.142,0,168
3327,11.021,0,92
3328,12.238,1,187
3329,11.069,1,20
3330,10.648,0,14
3331,12.052,1,182
3332,11.893,1,184
3333,10.641,0,63
3334,12.279,1,175
3335,11.769,1,165
3336,10.986,0,112
3337,11.308,0,150
3338,10.266,1,21
3339,10.1,0,51
3340,10.791,0,30
3341,11.396,1,141
3342,10.993,0,134
3343,11.396,1,172
3344,10.635,1,71
3345,10.531,1,56
3346,11.174,1,128
3347,10.626,0,36
3348,11.215,1,34
3349,10.567,1,25
3350,10.798,1,24
3351,11.311,1,140
3352,11.723,1,186
3353,10.897,1,58
3354,11.423,1,116
3355,10.373,1,28
3356,11.053,1,84
3357,10.953,1,86
3358,10.478,0,65
3359,11.001,1,129
3360,11.089,1,115
3361,10.967,0,96
3362,11.486,0,187
3363,10.358,0,15
3364,11.106,1,187
3365,10.908,1,52
3366,11.021,1,102
3367,11.16,0,49
3368,11.385,0,127
3369,10.514,1,7
3370,11.033,0,104
3371,10.669,0,121
3372,10.705,0,18
3373,11.256,0,177
3374,10.367,0,27
3375,11.26,0,114
3376,10.286,0,47
3377,11.456,1,178
3378,11.575,1,137
3379,11.059,1,139
3380,11.802,0,192
3381,10.77,1,16
3382,10.957,0,126
3383,11.136,0,122
3384,9.7516,0,7
3385,10.972,0,111
3386,10.993,1,189
3387,11.259,1,99
3388,10.443,0,6
3389,12.087,1,184
3390,12.194,1,199
3391,11.08,0,103
3392,11.64,0,138
3393,11.823,1,176
3394,11.146,0,16
3395,10.609,1,46
3396,10.961,1,32
3397,11.162,1,105
3398,11.522,0,167
3399,10.816,1,119
3400,11.901,1,179
3401,11.97,1,68
3402,11.111,0,6
3403,10.883,1,26
3404,11.314,0,111
3405,11.406,1,156
3406,11.798,1,174
3407,11.642,1,177
3408,11.467,0,102
3409,11.56,1,152
3410,11.103,0,33
3411,10.81,1,93
3412,11.344,1,39
3413,10.895,0,87
3414,10.837,1,23
3415,11.612,1,196
3416,11.069,1,145
3417,11.672,0,137
3418,12.008,0,165
3419,10.971,0,146
3420,10.911,0,4
3421,11.717,0,191
3422,10.757,1,75
3423,11.467,0,162
3424,11.162,1,167
3425,11.45,0,132
3426,10.566,0,72
3427,10.961,0,3
3428,10.581,0,30
3429,11.015,0,156
3430,11.199,1,65
3431,11.024,0,110
3432,11.078,0,45
3433,10.652,0,104
3434,10.637,0,60
3435,11.567,0,133
3436,11.791,1,197
3437,11.182,0,72
3438,10.279,0,22
3439,11.228,1,132
3440,11.643,1,176
3441,10.996,0,107
3442,11.127,0,117
3443,11.012,0,137
3444,11.03,1,69
3445,10.884,0,44
3446,10.831,1,64
3447,11.353,0,178
3448,10.824,1,46
3449,11.466,0,154
3450,10.877,1,24
3451,10.89,0,176
3452,10.947,0,41
3453,11.067,0,47
3454,10.915,1,117
3455,11.186,1,111
3456,11.86,1,188
3457,11.196,0,200
3458,11.496,1,164
3459,10.979,1,55
3460,10.821,1,55
3461,11.367,1,76
3462,11.637,0,148
3463,11.196,0,82
3464,10.956,0,87
3465,11.527,1,77
3466,11.99,0,181
3467,10.767,0,107
3468,11.298,0,97
3469,11.524,1,154
3470,10.809,0,116
3471,11.746,1,185
3472,11.667,1,157
3473,11.394,0,38
3474,10.104,1,44
3475,11.234,0,139
3476,12.314,1,194
3477,11.002,0,100
3478,10.897,1,50
3479,11.446,0,198
3480,11.007,1,151
3481,11.458,0,130
3482,11.925,1,172
3483,10.885,0,112
3484,11.234,1,98
3485,11.329,0,183
3486,12.384,1,178
3487,10.937,0,3
3488,11.275,0,63
3489,10.841,1,157
3490,10.95,0,136
3491,11.535,0,119
3492,11.203,1,110
3493,11.87,1,198
3494,11.705,1,194
3495,10.742,0,22
3496,10.396,0,49
3497,10.182,1,31
3498,11.517,1,144
3499,11.738,0,179
3500,11.082,0,125
3501,10.622,1,145
3502,11.153,1,143
3503,11.217,1,140
3504,10.707,0,75
3505,11.611,1,82
3506,10.67,1,86
3507,11.374,0,164
3508,10.194,1,36
3509,10.914,0,159
3510,11.461,1,70
3511,11.766,0,183
3512,10.493,0,12
3513,10.843,0,62
3514,11.085,0,166
3515,10.803,0,87
3516,11.03,0,101
3517,11.693,1,162
3518,10.817,1,74
3519,11.228,1,84
3520,10.582,1,106
3521,11.124,0,82
3522,11.958,0,150
3523,11.062,0,48
3524,10.373,0,77
3525,10.469,0,112
3526,10.109,1,33
3527,11.388,1,64
3528,11.296,1,151
3529,11.182,0,87
3530,11.591,0,133
3531,11.172,0,179
3532,11.424,1,151
3533,11.054,0,12
3534,10.795,1,13
3535,11.328,1,158
3536,10.627,1,92
3537,11.004,0,11
3538,10.578,0,16
3539,11.025,1,82
3540,11.251,0,170
3541,11.725,0,144
3542,11.016,0,167
3543,10.999,1,102
3544,11.167,1,105
3545,9.8193,0,8
3546,10.986,0,37
3547,12.379,1,191
3548,12.703,1,156
3549,11.263,0,194
3550,10.618,1,159
3551,11.016,1,104
3552,11.482,0,176
3553,11.127,1,77
3554,11.636,0,177
3555,10.507,0,42
3556,11.037,0,97
3557,11.13,1,92
3558,11.006,0,66
3559,9.8019,0,10
3560,11.356,0,89
3561,10.668,1,155
3562,11.012,0,154
3563,10.992,0,37
3564,11.487,1,52
3565,10.454,1,39
3566,11.67,1,155
3567,10.919,1,92
3568,11.654,0,138
3569,10.964,0,30
3570,10.694,0,24
3571,10.823,1,11
3572,11.349,1,57
3573,11.702,0,109
3574,10.625,0,105
3575,10.567,0,8
3576,10.78,1,8
3577,11.325,0,74
3578,10.85,1,115
3579,10.784,0,30
3580,11.568,1,127
3581,10.685,0,75
3582,11.997,0,189
3583,10.743,0,125
3584,11.265,1,56
3585,11.123,0,78
3586,10.794,1,187
3587,10.792,0,131
3588,10.85,0,51
3589,11.255,1,96
3590,11.054,1,107
3591,12.162,1,161
3592,11.904,0,185
3593,10.414,1,112
3594,11.051,0,49
3595,10.908,1,107
3596,10.728,1,8
3597,11.322,1,181
3598,11.293,0,27
3599,10.398,1,73
3600,10.789,0,108
3601,11.265,0,159
3602,11.069,0,104
3603,11.751,1,108
3604,11.083,1,144
3605,10.894,0,24
3606,11.693,0,182
3607,10.999,0,128
3608,10.998,1,43
3609,11.633,0,142
3610,11.292,0,113
3611,11.12,1,146
3612,11.259,1,167
3613,10.166,0,11
3614,10.768,0,50
3615,11.548,0,179
3616,11.163,0,115
3617,11.534,1,101
3618,10.466,0,52
3619,10.429,0,6
3620,10.827,0,97
3621,10.714,0,92
3622,10.507,0,71
3623,11.278,0,103
3624,11.151,0,140
3625,11.826,1,103
3626,10.904,1,95
3627,11.601,0,184
3628,10.441,1,32
3629,11.586,0,112
3630,10.62,1,140
3631,11.03,1,64
3632,10.634,0,15
3633,11.241,1,147
3634,11.01,1,75
3635,10.954,1,145
3636,11.717,0,176
3637,10.477,0,65
3638,10.671,1,105
3639,11.38,1,200
3640,10.509,0,11
3641,11.555,0,93
3642,10.598,1,2
3643,11.384,1,29
3644,11.576,0,73
3645,10.349,1,27
3646,11.971,0,171
3647,11.315,0,27
3648,11.12,0,65
3649,10.985,1,101
3650,11.436,1,199
3651,10.15,0,48
3652,11.34,1,188
3653,11.294,1,107
3654,10.93,1,89
3655,11.549,0,105
3656,11.035,0,72
3657,11.394,1,165
3658,10.807,1,56
3659,10.706,0,45
3660,11.162,0,80
3661,11.073,1,109
3662,10.986,1,76
3663,10.967,0,112
3664,10.976,0,32
3665,11.334,0,169
3666,11.101,1,64
3667,10.476,0,67
3668,10.465,0,35
3669,10.85,0,95
3670,10.363,0,7
3671,11.438,0,74
3672,11.424,1,160
3673,11.458,1,197
3674,11.123,0,24
3675,11.551,1,196
3676,11.651,1,129
3677,10.803,1,29
3678,10.333,0,48
3679,11.347,1,125
3680,11.286,1,123
3681,10.391,1,71
3682,10.403,0,47
3683,10.718,1,27
3684,10.446,0,96
3685,11.486,0,60
3686,10.833,0,2
3687,11.617,0,142
3688,10.706,0,95
3689,10.891,1,126
3690,10.482,0,14
3691,10.851,0,13
3692,11.085,1,135
3693,11.409,1,121
3694,11.682,1,193
3695,10.201,0,38
3696,12.008,1,184
3697,10.93,0,40
3698,11.175,0,89
3699,11.48,1,81
3700,10.42,0,77
3701,10.735,0,13
3702,11.013,1,58
3703,11.095,1,200
3704,10.614,0,45
3705,10.29,0,11
3706,10.618,0,172
3707,10.648,1,2
3708,10.675,1,74
3709,11.395,1,199
3710,10.807,0,44
3711,11.532,0,155
3712,12.339,0,124
3713,10.626,0,92
3714,12.023,1,139
3715,11.761,1,126
3716,11.155,0,41
3717,11.179,0,33
3718,11.333,0,177
3719,10.67,0,8
3720,11.732,0,199
3721,10.851,1,68
3722,11.417,1,198
3723,10.508,0,42
3724,10.751,0,162
3725,10.787,1,57
3726,11.074,1,76
3727,10.471,0,44
3728,10.082,0,28
3729,11.53,1,152
3730,11.238,0,102
3731,11.274,1,6
3732,11.667,1,142
3733,10.421,0,51
3734,11.186,0,112
3735,11.207,0,100
3736,11.581,1,151
3737,12.091,1,153
3738,10.804,0,21
3739,12.051,1,141
3740,11.786,1,177
3741,10.896,1,66
3742,12.562,1,187
3743,12.08,1,169
3744,11.034,1,94
3745,11.867,0,188
3746,11.391,0,80
3747,10.992,0,68
3748,11.062,0,23
3749,12.15,1,178
3750,11.189,1,150
3751,11.795,1,130
3752,10.913,0,66
3753,10.94,0,43
3754,10.496,1,7
3755,12.064,1,169
3756,10.954,0,132
3757,11.025,1,128
3758,11.393,0,105
3759,11.18,0,123
3760,11.127,1,18
3761,11.199,0,132
3762,10.415,0,27
3763,10.374,1,12
3764,11.492,1,180
3765,11.889,1,191
3766,11.99,0,105
3767,11.488,0,49
3768,10.833,0,174
3769,11.723,1,173
3770,11.733,0,138
3771,10.756,0,52
3772,11.381,1,121
3773,11.108,0,191
3774,11.204,0,171
3775,10.532,0,66
3776,11.701,1,153
3777,11.392,1,6
3778,10.632,1,12
3779,11.117,0,138
3780,11.532,1,181
3781,10.894,1,156
3782,12.165,1,194
3783,11.462,1,197
3784,10.804,1,51
3785,10.165,0,3
3786,11.088,0,34
3787,11.93,1,62
3788,11.762,1,197
3789,11.568,1,196
3790,11.339,0,120
3791,10.48,1,60
3792,11.656,0,179
3793,11.324,1,61
3794,10.505,0,3
3795,11.386,1,143
3796,11.386,0,178
3797,11.276,0,119
3798,11.062,1,94
3799,11.7,1,100
3800,12.245,1,200
3801,9.6686,0,37
3802,11.649,1,161
3803,11.13,1,146
3804,11.553,1,185
3805,11.285,1,132
3806,11.82,1,126
3807,11.34,0,158
3808,10.739,0,38
3809,11.99,0,152
3810,11.255,0,112
3811,11.248,0,175
3812,11.017,0,124
3813,10.011,1,53
3814,10.728,1,99
3815,10.714,1,101
3816,11.669,0,183
3817,11.887,1,186
3818,10.388,1,49
3819,10.288,0,33
3820,11.583,1,182
3821,11.503,0,150
3822,11.097,1,55
3823,10.831,0,58
3824,11.492,0,77
3825,11.558,1,137
3826,11.499,1,92
3827,11.088,0,118
3828,10.939,1,7
3829,11.408,0,135
3830,11.67,1,153
3831,11.49,1,58
3832,12.001,1,195
3833,10.472,0,61
3834,11.134,0,66
3835,11.111,1,175
3836,10.666,1,71
3837,10.868,1,126
3838,11.467,1,30
3839,11.226,1,86
3840,11.524,0,121
3841,10.991,1,30
3842,11.368,1,155
3843,11.236,1,86
3844,10.449,1,61
3845,11.09,1,174
3846,10.854,1,88
3847,11.537,1,134
3848,10.742,0,27
3849,10.912,1,107
3850,11.544,1,157
3851,11.184,1,150
3852,12.204,1,196
3853,10.75,1,95
3854,11.284,0,108
3855,10.591,0,8
3856,11.2,0,37
3857,10.943,0,44
3858,11.214,1,165
3859,11.104,1,128
3860,11.722,0,192
3861,11.239,0,109
3862,11.028,1,84
3863,10.731,1,71
3864,11.118,1,38
3865,10.991,0,33
3866,10.834,0,46
3867,11.32,0,116
3868,10.547,1,5
3869,9.6973,0,28
3870,10.749,1,98
3871,11.188,0,71
3872,10.811,1,53
3873,10.446,0,48
3874,10.98,1,13
3875,11.329,0,177
3876,11.015,0,131
3877,11.17,1,40
3878,11.944,1,181
3879,11.048,0,75
3880,11.584,1,184
3881,12.325,1,181
3882,11.419,1,93
3883,11.469,1,98
3884,10.966,1,61
3885,12.541,1,196
3886,10.835,0,55
3887,10.956,1,105
3888,11.047,1,116
3889,11.162,1,22
3890,10.824,0,126
3891,11.946,1,179
3892,11.02,1,71
3893,10.985,1,119
3894,10.296,1,122
3895,10.942,1,47
3896,11.604,0,191
3897,11.565,1,108
3898,11.335,1,175
